switch_delay_s,task,level,x_m,feature,value,limit,fatal,reason
0.45,staircase_walking_full_width,5,9.69371,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,5,9.76171,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,5,9.85714,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,5,9.95714,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,5,10.0571,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,5,10.1571,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,5,10.2571,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,5,10.3571,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,5,10.4571,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,5,10.5571,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,5,10.6571,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,5,10.7571,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,5,10.8571,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,5,10.9571,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,5,11.0571,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,5,11.1571,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,5,11.2571,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,5,11.3571,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,5,11.4686,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,1,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,1.055,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,1.165,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,1.26,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,1.36,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,1.46,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,1.56,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,1.66,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,5.14286,step_up_m,0.165,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,5.19086,step_up_m,0.165,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,5.28686,step_up_m,0.165,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,5.35486,step_up_m,0.165,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,5.45486,step_up_m,0.205,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,5.55486,step_up_m,0.205,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,5.65486,step_up_m,0.205,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,5.75486,step_up_m,0.205,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,5.85486,step_up_m,0.205,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,5.95486,step_up_m,0.205,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,6.05486,step_up_m,0.205,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,6.15486,step_up_m,0.205,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,6.25486,step_up_m,0.205,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,6.35486,step_up_m,0.195,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,6.45486,step_up_m,0.195,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,6.55486,step_up_m,0.19,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,6.65486,step_up_m,0.19,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,6.75429,step_up_m,0.175,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,6.85429,step_up_m,0.175,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,6.95429,step_up_m,0.17,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,7.05429,step_up_m,0.17,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,9.54971,step_up_m,0.245,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,9.59771,step_up_m,0.245,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,9.69371,step_up_m,0.245,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,9.76171,step_up_m,0.245,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,9.85714,step_up_m,0.245,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,9.95714,step_up_m,0.245,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,10.0571,step_up_m,0.265,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,10.1571,step_up_m,0.265,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,10.2571,step_up_m,0.265,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,10.3571,step_up_m,0.265,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,10.4571,step_up_m,0.265,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,10.5571,step_up_m,0.265,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,10.6571,step_up_m,0.265,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,10.7571,step_up_m,0.265,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,10.8571,step_up_m,0.265,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,10.9571,step_up_m,0.255,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,11.0571,step_up_m,0.255,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,11.1571,step_up_m,0.22,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,11.2571,step_up_m,0.22,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,11.3571,step_up_m,0.22,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,6,11.4686,step_up_m,0.22,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,1,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,1.055,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,1.165,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,1.26,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,1.36,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,1.46,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,1.56,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,1.66,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,1.76,step_up_m,0.15,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,1.86,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,1.96,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,2.06,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,2.16,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,2.26,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,2.36,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,2.46,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,2.56,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,2.66,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,5.14286,step_up_m,0.17,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,5.19086,step_up_m,0.17,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,5.28686,step_up_m,0.17,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,5.35486,step_up_m,0.17,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,5.45486,step_up_m,0.18,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,5.55486,step_up_m,0.18,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,5.65486,step_up_m,0.215,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,5.75486,step_up_m,0.215,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,5.85486,step_up_m,0.215,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,5.95486,step_up_m,0.215,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,6.05486,step_up_m,0.215,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,6.15486,step_up_m,0.215,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,6.25486,step_up_m,0.215,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,6.35486,step_up_m,0.215,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,6.45486,step_up_m,0.215,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,6.55486,step_up_m,0.21,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,6.65486,step_up_m,0.21,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,6.75429,step_up_m,0.21,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,6.85429,step_up_m,0.21,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,6.95429,step_up_m,0.21,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,7.05429,step_up_m,0.21,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,9.54971,step_up_m,0.245,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,9.59771,step_up_m,0.245,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,9.69371,step_up_m,0.245,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,9.76171,step_up_m,0.245,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,9.85714,step_up_m,0.245,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,9.95714,step_up_m,0.245,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,10.0571,step_up_m,0.26,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,10.1571,step_up_m,0.26,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,10.2571,step_up_m,0.27,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,10.3571,step_up_m,0.27,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,10.4571,step_up_m,0.27,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,10.5571,step_up_m,0.27,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,10.6571,step_up_m,0.27,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,10.7571,step_up_m,0.27,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,10.8571,step_up_m,0.27,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,10.9571,step_up_m,0.27,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,11.0571,step_up_m,0.27,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,11.1571,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,11.2571,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,11.3571,step_up_m,0.23,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,7,11.4686,step_up_m,0.23,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,1,step_up_m,0.18,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,1.055,step_up_m,0.18,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,1.165,step_up_m,0.18,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,1.26,step_up_m,0.18,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,1.36,step_up_m,0.18,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,1.46,step_up_m,0.18,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,1.56,step_up_m,0.18,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,1.66,step_up_m,0.18,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,1.76,step_up_m,0.18,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,1.86,step_up_m,0.18,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,1.96,step_up_m,0.18,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,2.06,step_up_m,0.165,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,2.16,step_up_m,0.165,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,2.26,step_up_m,0.165,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,2.36,step_up_m,0.155,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,2.46,step_up_m,0.155,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,4.13857,step_up_m,0.185,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,4.15857,step_up_m,0.185,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,4.25857,step_up_m,0.185,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,4.35714,step_up_m,0.195,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,4.45714,step_up_m,0.235,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,4.55714,step_up_m,0.235,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,4.65714,step_up_m,0.235,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,4.75714,step_up_m,0.235,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,4.85714,step_up_m,0.235,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,4.95714,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,5.05714,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,5.15714,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,5.25714,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,5.35714,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,5.45714,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,5.55571,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,5.65571,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,5.75571,step_up_m,0.24,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,7.43429,step_up_m,0.275,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,7.45429,step_up_m,0.275,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,7.55429,step_up_m,0.275,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,7.65429,step_up_m,0.295,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,7.75429,step_up_m,0.295,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,7.85429,step_up_m,0.295,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,7.95286,step_up_m,0.295,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,8.05286,step_up_m,0.295,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,8.15286,step_up_m,0.295,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,8.25286,step_up_m,0.295,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,8.35286,step_up_m,0.295,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,8.45286,step_up_m,0.295,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,8.55286,step_up_m,0.28,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,8.65286,step_up_m,0.28,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,8.75286,step_up_m,0.28,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,8.85286,step_up_m,0.26,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,8.95286,step_up_m,0.235,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,8,9.05286,step_up_m,0.235,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,1,step_up_m,0.195,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,1.055,step_up_m,0.195,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,1.165,step_up_m,0.195,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,1.26,step_up_m,0.195,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,1.36,step_up_m,0.195,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,1.46,step_up_m,0.2,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,1.56,step_up_m,0.2,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,1.66,step_up_m,0.2,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,1.76,step_up_m,0.2,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,1.86,step_up_m,0.2,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,1.96,step_up_m,0.2,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,2.06,step_up_m,0.2,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,2.16,step_up_m,0.2,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,2.26,step_up_m,0.2,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,2.36,step_up_m,0.185,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,2.46,step_up_m,0.185,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,4.13857,step_up_m,0.25,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,4.15857,step_up_m,0.25,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,4.25857,step_up_m,0.25,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,4.35714,step_up_m,0.25,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,4.45714,step_up_m,0.25,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,4.55714,step_up_m,0.25,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,4.65714,step_up_m,0.25,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,4.75714,step_up_m,0.25,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,4.85714,step_up_m,0.25,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,4.95714,step_up_m,0.25,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,5.05714,step_up_m,0.235,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,5.15714,step_up_m,0.235,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,5.25714,step_up_m,0.21,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,5.35714,step_up_m,0.21,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,5.45714,step_up_m,0.21,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,5.55571,step_up_m,0.2,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,5.65571,step_up_m,0.2,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,5.75571,step_up_m,0.2,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,7.43429,step_up_m,0.265,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,7.45429,step_up_m,0.265,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,7.55429,step_up_m,0.265,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,7.65429,step_up_m,0.265,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,7.75429,step_up_m,0.265,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,7.85429,step_up_m,0.265,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,7.95286,step_up_m,0.3,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,8.05286,step_up_m,0.3,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,8.15286,step_up_m,0.3,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,8.25286,step_up_m,0.3,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,8.35286,step_up_m,0.3,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,8.45286,step_up_m,0.3,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,8.55286,step_up_m,0.3,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,8.65286,step_up_m,0.3,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,8.75286,step_up_m,0.3,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,8.85286,step_up_m,0.3,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,8.95286,step_up_m,0.3,0.15,True,step taller than the jump can reach
0.45,staircase_walking_full_width,9,9.05286,step_up_m,0.3,0.15,True,step taller than the jump can reach
0.45,staircase_walking,5,2.18,step_up_m,0.155,0.15,True,step taller than the jump can reach
0.45,staircase_walking,5,2.265,step_up_m,0.155,0.15,True,step taller than the jump can reach
0.45,staircase_walking,5,2.365,step_up_m,0.155,0.15,True,step taller than the jump can reach
0.45,staircase_walking,5,2.465,step_up_m,0.155,0.15,True,step taller than the jump can reach
0.45,staircase_walking,5,2.565,step_up_m,0.155,0.15,True,step taller than the jump can reach
0.45,staircase_walking,5,2.665,step_up_m,0.155,0.15,True,step taller than the jump can reach
0.45,staircase_walking,5,2.755,step_up_m,0.155,0.15,True,step taller than the jump can reach
0.45,staircase_walking,5,2.855,step_up_m,0.155,0.15,True,step taller than the jump can reach
0.45,staircase_walking,5,2.955,step_up_m,0.155,0.15,True,step taller than the jump can reach
0.45,staircase_walking,5,3.055,step_up_m,0.155,0.15,True,step taller than the jump can reach
0.45,staircase_walking,5,3.165,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking,5,3.265,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking,5,3.365,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking,5,3.465,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking,5,3.565,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking,5,3.655,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking,5,3.755,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking,5,3.855,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking,5,3.955,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking,6,1.165,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking,6,1.28,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking,6,1.36,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking,6,1.46,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking,6,1.56,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking,6,1.66,step_up_m,0.16,0.15,True,step taller than the jump can reach
0.45,staircase_walking,6,1.76,step_up_m,0.185,0.15,True,step taller than the jump can reach
0.45,staircase_walking,6,1.86,step_up_m,0.185,0.15,True,step taller than the jump can reach
0.45,staircase_walking,6,1.96,step_up_m,0.185,0.15,True,step taller than the jump can reach
0.45,staircase_walking,6,2.06,step_up_m,0.185,0.15,True,step taller than the jump can reach
0.45,staircase_walking,6,2.16,step_up_m,0.185,0.15,True,step taller than the jump can reach
0.45,staircase_walking,6,2.265,step_up_m,0.185,0.15,True,step taller than the jump can reach
0.45,staircase_walking,6,2.365,step_up_m,0.185,0.15,True,step taller than the jump can reach
0.45,staircase_walking,6,2.465,step_up_m,0.185,0.15,True,step taller than the jump can reach
0.45,staircase_walking,6,2.565,step_up_m,0.185,0.15,True,step taller than the jump can reach
0.45,staircase_walking,6,3.095,step_up_m,0.18,0.15,True,step taller than the jump can reach
0.45,staircase_walking,6,3.165,step_up_m,0.18,0.15,True,step taller than the jump can reach
0.45,staircase_walking,6,3.265,step_up_m,0.18,0.15,True,step taller than the jump can reach
0.45,staircase_walking,6,3.365,step_up_m,0.18,0.15,True,step taller than the jump can reach
0.45,staircase_walking,6,3.465,step_up_m,0.18,0.15,True,step taller than the jump can reach
0.45,staircase_walking,6,3.565,step_up_m,0.18,0.15,True,step taller than the jump can reach
0.45,staircase_walking,6,3.655,step_up_m,0.18,0.15,True,step taller than the jump can reach
0.45,staircase_walking,6,3.755,step_up_m,0.18,0.15,True,step taller than the jump can reach
0.45,staircase_walking,6,3.855,step_up_m,0.18,0.15,True,step taller than the jump can reach
0.45,staircase_walking,6,3.955,step_up_m,0.18,0.15,True,step taller than the jump can reach
0.45,staircase_walking,7,1.165,step_up_m,0.19,0.15,True,step taller than the jump can reach
0.45,staircase_walking,7,1.28,step_up_m,0.19,0.15,True,step taller than the jump can reach
0.45,staircase_walking,7,1.36,step_up_m,0.19,0.15,True,step taller than the jump can reach
0.45,staircase_walking,7,1.46,step_up_m,0.19,0.15,True,step taller than the jump can reach
0.45,staircase_walking,7,1.56,step_up_m,0.19,0.15,True,step taller than the jump can reach
0.45,staircase_walking,7,1.66,step_up_m,0.19,0.15,True,step taller than the jump can reach
0.45,staircase_walking,7,1.76,step_up_m,0.19,0.15,True,step taller than the jump can reach
0.45,staircase_walking,7,1.86,step_up_m,0.19,0.15,True,step taller than the jump can reach
0.45,staircase_walking,7,1.96,step_up_m,0.19,0.15,True,step taller than the jump can reach
0.45,staircase_walking,7,2.06,step_up_m,0.19,0.15,True,step taller than the jump can reach
0.45,staircase_walking,7,2.16,step_up_m,0.19,0.15,True,step taller than the jump can reach
0.45,staircase_walking,7,2.265,step_up_m,0.185,0.15,True,step taller than the jump can reach
0.45,staircase_walking,7,2.365,step_up_m,0.185,0.15,True,step taller than the jump can reach
0.45,staircase_walking,7,2.465,step_up_m,0.185,0.15,True,step taller than the jump can reach
0.45,staircase_walking,7,2.565,step_up_m,0.185,0.15,True,step taller than the jump can reach
